Date,From,To,Feature 1,Feature 2,Feature 3,Ouput1,Output 2,TIME-DIFF
5/22/2018,6:20:12,6:23:00,3.26E+09,2.94E+08,9.70E+10,500,3,0:02:48
5/22/2018,6:23:12,6:26:00,4.41E+09,2.51E+08,1.43E+11,500,3,0:02:48
5/22/2018,6:26:12,6:29:00,7.09E+09,1.94E+08,1.78E+11,500,3,0:02:48
5/22/2018,6:29:12,6:32:00,4.72E+09,2.19E+08,1.61E+11,500,3,0:02:48
5/22/2018,6:32:12,6:35:00,6.56E+09,2.18E+08,1.88E+11,500,3,0:02:48
5/22/2018,6:35:12,6:38:00,6.83E+09,2.06E+08,2.02E+11,500,3,0:02:48
5/22/2018,6:38:12,6:41:00,4.97E+09,1.70E+08,1.87E+11,500,3,0:02:48
5/22/2018,6:41:12,6:44:00,5.85E+09,2.07E+08,2.05E+11,500,3,0:02:48
5/22/2018,6:44:12,6:47:00,6.16E+09,1.79E+08,2.03E+11,500,3,0:02:48
5/22/2018,6:47:12,6:50:00,5.26E+09,2.05E+08,1.97E+11,500,3,0:02:48
5/22/2018,6:50:12,6:53:00,8.07E+09,1.93E+08,2.32E+11,500,3,0:02:48
5/22/2018,6:53:12,6:56:00,8.03E+09,1.84E+08,2.27E+11,500,3,0:02:48
5/22/2018,6:56:12,6:59:00,7.14E+09,1.61E+08,2.47E+11,500,3,0:02:48
5/22/2018,6:59:12,7:02:00,7.43E+09,1.87E+08,2.64E+11,500,3,0:02:48
5/22/2018,7:02:12,7:05:00,9.27E+09,1.75E+08,2.53E+11,500,3,0:02:48
5/22/2018,7:05:12,7:08:00,9.18E+09,2.14E+08,2.91E+11,500,3,0:02:48
5/22/2018,7:08:12,7:11:00,7.57E+09,1.95E+08,2.44E+11,500,3,0:02:48
5/22/2018,7:11:12,7:14:00,8.27E+09,2.20E+08,2.79E+11,500,3,0:02:48
5/22/2018,7:14:12,7:17:00,7.54E+09,2.22E+08,2.88E+11,500,3,0:02:48
5/22/2018,7:17:12,7:20:00,7.89E+09,1.82E+08,2.77E+11,500,3,0:02:48
5/22/2018,7:20:12,7:23:00,1.08E+10,1.91E+08,3.34E+11,500,3,0:02:48
5/22/2018,7:23:12,7:26:00,7.42E+09,1.83E+08,2.76E+11,500,3,0:02:48
5/22/2018,7:26:12,7:29:00,8.22E+09,2.05E+08,3.31E+11,500,3,0:02:48
5/22/2018,7:29:12,7:32:00,9.04E+09,2.04E+08,3.02E+11,500,3,0:02:48
5/22/2018,7:32:12,7:35:00,8.78E+09,1.98E+08,3.20E+11,500,3,0:02:48
5/22/2018,7:35:12,7:38:00,8.49E+09,2.15E+08,3.22E+11,500,3,0:02:48
5/22/2018,7:38:12,7:41:00,8.61E+09,2.09E+08,2.96E+11,500,3,0:02:48
5/22/2018,7:41:12,7:44:00,8.16E+09,2.22E+08,2.96E+11,500,3,0:02:48
5/22/2018,7:44:12,7:47:00,9.31E+09,1.94E+08,3.25E+11,500,3,0:02:48
5/22/2018,8:15:44,8:18:36,5.85E+09,1.63E+08,1.82E+11,300,3,0:02:52
5/22/2018,8:18:44,8:21:36,6.79E+09,1.81E+08,2.09E+11,300,3,0:02:52
5/22/2018,8:21:44,8:24:36,9.79E+09,1.60E+08,2.31E+11,300,3,0:02:52
5/22/2018,8:24:48,8:27:36,9.17E+09,1.70E+08,2.90E+11,520,3,0:02:48
5/22/2018,8:27:48,8:30:36,7.64E+09,1.61E+08,2.76E+11,520,3,0:02:48
5/22/2018,8:30:48,8:33:36,1.13E+10,1.59E+08,2.65E+11,520,3,0:02:48
5/22/2018,8:33:48,8:36:36,1.25E+10,1.73E+08,3.27E+11,520,3,0:02:48
5/22/2018,8:36:48,8:39:36,9.03E+09,1.72E+08,3.03E+11,520,3,0:02:48
5/22/2018,8:39:46,8:41:46,9.14E+09,2.60E+08,2.37E+11,400,2,0:02:00
5/22/2018,8:41:46,8:43:36,8.68E+09,2.83E+08,2.60E+11,400,2,0:01:50
5/22/2018,8:43:46,8:45:36,7.82E+09,2.47E+08,2.32E+11,400,2,0:01:50
5/22/2018,8:45:48,8:47:48,1.02E+10,2.92E+08,2.84E+11,500,2,0:02:00
5/22/2018,8:47:48,8:49:36,1.12E+10,3.43E+08,2.75E+11,500,2,0:01:48
5/22/2018,8:49:48,8:51:36,1.04E+10,3.57E+08,2.65E+11,500,2,0:01:48
5/22/2018,8:51:48,8:53:48,8.02E+09,3.51E+08,2.61E+11,500,2,0:02:00
5/22/2018,8:53:48,8:55:36,8.41E+09,3.58E+08,2.54E+11,500,2,0:01:48
5/22/2018,8:55:48,8:57:36,7.26E+09,3.53E+08,2.35E+11,500,2,0:01:48
5/22/2018,8:57:48,8:59:48,9.19E+09,3.20E+08,2.36E+11,500,2,0:02:00
5/22/2018,8:59:48,9:01:36,9.57E+09,2.98E+08,2.29E+11,500,2,0:01:48
5/22/2018,9:01:48,9:03:36,7.07E+09,3.12E+08,2.28E+11,500,2,0:01:48
5/22/2018,9:03:46,9:05:36,8.42E+09,2.71E+08,2.37E+11,400,2,0:01:50
5/22/2018,9:05:48,9:08:36,7.29E+09,1.93E+08,2.69E+11,520,3,0:02:48
5/22/2018,9:08:48,9:11:36,7.92E+09,1.81E+08,2.76E+11,520,3,0:02:48
5/22/2018,9:11:48,9:14:36,9.38E+09,2.07E+08,2.90E+11,520,3,0:02:48
5/22/2018,9:14:48,9:17:36,9.11E+09,1.75E+08,3.04E+11,520,3,0:02:48
5/22/2018,9:17:48,9:20:36,8.92E+09,1.55E+08,3.12E+11,520,3,0:02:48
5/22/2018,9:20:46,9:22:36,1.08E+10,2.39E+08,2.46E+11,400,2,0:01:50
5/22/2018,9:22:46,9:24:36,1.01E+10,2.46E+08,2.35E+11,400,2,0:01:50
5/22/2018,9:24:46,9:26:36,1.02E+10,2.76E+08,2.35E+11,400,2,0:01:50
5/22/2018,9:26:48,9:28:36,7.43E+09,2.98E+08,5.02E+11,500,2,0:01:48
5/22/2018,9:28:48,9:30:36,8.81E+09,2.51E+08,2.17E+11,500,2,0:01:48
5/22/2018,9:30:48,9:32:48,8.45E+09,4.53E+08,2.30E+11,500,2,0:02:00
5/22/2018,9:32:48,9:34:36,7.25E+09,2.88E+08,2.02E+11,500,2,0:01:48
5/22/2018,9:34:48,9:36:36,6.87E+09,2.72E+08,1.97E+11,500,2,0:01:48
5/22/2018,9:36:42,9:44:36,6.19E+09,7.04E+07,1.74E+11,200,15,0:07:54
5/22/2018,9:51:42,9:55:36,8.96E+09,2.38E+07,1.41E+11,200,4,0:03:54
5/22/2018,9:55:42,9:59:36,6.86E+09,8.37E+07,1.89E+11,200,4,0:03:54
5/22/2018,9:59:47,10:02:38,8.67E+09,1.19E+08,2.14E+11,360,3,0:02:51
5/22/2018,10:02:47,10:05:38,7.12E+09,1.19E+08,2.17E+11,360,3,0:02:51
5/22/2018,10:05:47,10:08:38,7.56E+09,8.63E+07,2.07E+11,360,3,0:02:51
5/22/2018,10:08:50,10:11:38,6.91E+09,1.04E+08,2.06E+11,520,3,0:02:48
5/22/2018,10:11:50,10:14:38,7.75E+09,8.91E+07,2.43E+11,520,3,0:02:48
5/22/2018,10:14:50,10:17:38,7.11E+09,8.23E+07,2.27E+11,520,3,0:02:48
5/22/2018,10:17:47,10:20:38,7.06E+09,8.42E+07,1.90E+11,360,3,0:02:51
5/22/2018,10:20:47,10:23:38,6.57E+09,6.53E+07,1.65E+11,360,3,0:02:51
5/22/2018,10:23:47,10:26:38,4.74E+09,5.43E+07,1.42E+11,360,3,0:02:51
5/22/2018,10:26:44,10:34:38,7.28E+09,2.54E+07,1.32E+11,200,15,0:07:54
5/22/2018,10:41:47,10:44:38,9.45E+09,5.46E+07,2.37E+11,360,3,0:02:51
5/22/2018,10:45:53,10:49:46,5.96E+09,3.90E+07,1.50E+11,280,4,0:03:53
5/22/2018,10:49:53,10:53:46,4.53E+09,2.81E+07,1.35E+11,280,4,0:03:53
5/22/2018,10:53:53,10:57:46,6.20E+09,3.29E+07,1.26E+11,280,4,0:03:53
5/22/2018,10:57:53,11:01:46,7.62E+09,2.19E+07,1.56E+11,280,4,0:03:53
5/22/2018,11:01:52,11:05:46,1.12E+10,2.68E+07,9.69E+10,200,4,0:03:54
5/22/2018,11:05:52,11:09:46,5.36E+09,3.14E+07,1.24E+11,200,4,0:03:54
5/22/2018,11:09:52,11:13:46,6.23E+09,1.97E+07,1.36E+11,200,4,0:03:54
5/22/2018,11:13:52,11:17:46,4.91E+09,2.55E+07,1.09E+11,200,4,0:03:54
5/22/2018,11:17:54,11:20:46,4.27E+09,3.42E+07,1.17E+11,300,3,0:02:52
5/22/2018,11:20:54,11:23:46,5.43E+09,2.50E+07,1.34E+11,300,3,0:02:52
5/22/2018,11:23:54,11:26:46,4.72E+09,3.33E+07,1.18E+11,300,3,0:02:52
5/22/2018,11:26:52,11:34:46,3.94E+09,1.21E+07,1.04E+11,200,15,0:07:54
5/22/2018,11:41:53,11:45:46,5.33E+09,1.70E+07,1.46E+11,280,4,0:03:53
5/22/2018,11:45:53,11:49:46,3.42E+09,1.61E+07,1.02E+11,280,4,0:03:53
5/22/2018,11:49:53,11:53:46,5.18E+09,1.76E+07,1.36E+11,280,4,0:03:53
5/22/2018,11:53:52,11:57:46,3.61E+09,1.18E+07,9.13E+10,200,4,0:03:54
5/22/2018,11:57:52,12:01:46,3.36E+09,1.21E+07,7.17E+10,200,4,0:03:54
5/22/2018,12:01:52,12:05:46,4.41E+09,9506275.9,1.04E+11,200,4,0:03:54
5/22/2018,12:05:52,12:13:46,3.31E+09,9848266.7,8.72E+10,200,15,0:07:54
5/22/2018,12:20:52,12:24:46,7.05E+09,1.55E+07,1.03E+11,200,4,0:03:54
5/22/2018,12:24:52,12:28:46,3.47E+09,1.30E+07,7.86E+10,200,4,0:03:54
5/22/2018,12:28:52,12:32:46,3.06E+09,1.00E+07,6.26E+10,200,4,0:03:54
5/22/2018,12:32:52,12:36:46,5.75E+09,1.15E+07,9.37E+10,200,4,0:03:54
5/22/2018,12:36:52,12:40:46,4.14E+09,9670922.3,6.93E+10,200,4,0:03:54
5/22/2018,12:40:52,12:48:46,4.50E+09,9762858.3,8.88E+10,200,15,0:07:54
5/22/2018,12:55:52,12:59:46,6.53E+09,1.05E+07,6.11E+10,200,4,0:03:54
5/22/2018,12:59:52,13:03:46,7.81E+09,1.21E+07,9.48E+10,200,4,0:03:54
5/22/2018,13:03:52,13:07:46,4.41E+09,1.08E+07,7.37E+10,200,4,0:03:54
5/22/2018,13:07:52,13:11:46,5.06E+09,1.46E+07,6.04E+10,200,4,0:03:54
5/22/2018,13:11:52,13:15:46,9.41E+09,1.10E+07,7.97E+10,200,4,0:03:54
5/22/2018,13:15:52,13:23:46,8.28E+09,9383409.2,5.88E+10,200,15,0:07:54
5/22/2018,13:30:52,13:34:46,1.98E+09,1.29E+07,5.21E+10,200,4,0:03:54
5/22/2018,13:34:52,13:42:46,2.21E+09,1.02E+07,6.30E+10,200,30,0:07:54
5/22/2018,14:04:54,14:08:48,3.13E+09,1.49E+07,6.36E+10,200,4,0:03:54
5/22/2018,14:08:54,14:16:48,2.90E+09,1.17E+07,7.29E+10,200,30,0:07:54
5/22/2018,14:38:54,14:42:48,2.81E+09,1.61E+07,5.50E+10,200,4,0:03:54
5/22/2018,14:42:54,14:50:48,3.03E+09,1.51E+07,6.16E+10,200,30,0:07:54
5/22/2018,15:12:54,15:16:48,2.04E+09,2.20E+07,4.21E+10,200,4,0:03:54
5/22/2018,15:16:54,15:24:48,5.18E+09,1.39E+07,6.62E+10,200,30,0:07:54
5/22/2018,15:46:56,15:50:50,2.45E+09,2.39E+07,4.85E+10,200,4,0:03:54
5/22/2018,15:50:56,15:54:50,2.05E+09,2.89E+07,5.37E+10,200,4,0:03:54
5/22/2018,15:54:56,16:02:50,2.37E+09,1.81E+07,4.96E+10,200,30,0:07:54
5/22/2018,16:24:56,16:28:50,2.92E+09,2.50E+07,6.03E+10,200,4,0:03:54
5/22/2018,16:28:56,16:32:50,2.72E+09,2.28E+07,6.46E+10,200,4,0:03:54
5/22/2018,16:32:56,16:36:50,8.17E+09,3.64E+07,8.78E+10,200,4,0:03:54
5/22/2018,16:36:56,16:40:50,3.81E+09,2.53E+07,8.94E+10,200,4,0:03:54
5/22/2018,16:40:56,16:44:50,4.21E+09,3.25E+07,8.22E+10,200,4,0:03:54
5/22/2018,16:44:56,16:52:50,3.11E+09,2.32E+07,9.72E+10,200,15,0:07:54
5/22/2018,16:59:56,17:03:50,3.45E+09,3.48E+07,7.76E+10,200,4,0:03:54
5/22/2018,17:03:56,17:07:50,4.51E+09,4.20E+07,1.16E+11,200,4,0:03:54
5/22/2018,17:07:56,17:11:50,4.90E+09,4.59E+07,9.91E+10,200,4,0:03:54
5/22/2018,17:11:57,17:15:50,5.27E+09,4.55E+07,1.38E+11,280,4,0:03:53
5/22/2018,17:15:57,17:19:50,4.32E+09,5.33E+07,1.07E+11,280,4,0:03:53
5/22/2018,17:19:57,17:23:50,5.14E+09,4.96E+07,1.22E+11,280,4,0:03:53
5/22/2018,17:23:56,17:27:50,6.50E+09,5.82E+07,1.25E+11,200,4,0:03:54
5/22/2018,17:27:56,17:31:50,5.84E+09,6.43E+07,1.19E+11,200,4,0:03:54
5/22/2018,17:31:56,17:35:50,6.20E+09,7.14E+07,1.41E+11,200,4,0:03:54
5/22/2018,17:35:58,17:38:50,5.81E+09,8.43E+07,1.55E+11,300,3,0:02:52
5/22/2018,17:38:58,17:41:50,6.76E+09,8.65E+07,1.77E+11,300,3,0:02:52
5/22/2018,17:41:58,17:44:50,7.88E+09,1.07E+08,1.85E+11,300,3,0:02:52
5/22/2018,17:44:58,17:47:50,6.86E+09,9.93E+07,1.85E+11,300,3,0:02:52
5/22/2018,17:48:01,17:50:50,7.44E+09,6.23E+07,2.38E+11,450,3,0:02:49
5/22/2018,17:51:01,17:53:50,8.84E+09,5.16E+07,2.55E+11,450,3,0:02:49
5/22/2018,17:54:01,17:56:50,7.25E+09,5.55E+07,2.45E+11,450,3,0:02:49
5/22/2018,17:57:01,17:59:50,7.25E+09,5.91E+07,2.33E+11,450,3,0:02:49
5/22/2018,18:00:02,18:02:50,7.73E+09,5.67E+07,2.52E+11,520,3,0:02:48
5/22/2018,18:03:02,18:05:50,7.52E+09,5.57E+07,2.73E+11,520,3,0:02:48
5/22/2018,18:06:02,18:08:50,9.15E+09,5.25E+07,2.73E+11,520,3,0:02:48
5/22/2018,18:09:02,18:11:50,8.36E+09,5.49E+07,2.66E+11,520,3,0:02:48
5/22/2018,18:12:02,18:14:50,9.31E+09,4.65E+07,2.88E+11,520,3,0:02:48
5/22/2018,18:15:02,18:17:50,9.22E+09,2.01E+08,4.34E+11,520,3,0:02:48
5/22/2018,18:18:12,18:21:02,1.03E+10,1.92E+08,2.79E+11,400,3,0:02:50
5/22/2018,18:21:12,18:24:02,9.29E+09,1.75E+08,2.53E+11,400,3,0:02:50
5/22/2018,18:24:12,18:27:02,8.81E+09,1.82E+08,2.77E+11,400,3,0:02:50
5/22/2018,18:27:14,18:29:02,8.67E+09,2.23E+08,2.72E+11,500,2,0:01:48
5/22/2018,18:29:14,18:31:02,9.66E+09,2.21E+08,2.75E+11,500,2,0:01:48
5/22/2018,18:31:14,18:33:02,8.06E+09,2.38E+08,2.77E+11,500,2,0:01:48
5/22/2018,18:33:08,18:41:02,1.61E+10,1.55E+08,2.00E+11,200,15,0:07:54
5/22/2018,18:48:08,18:52:02,7.43E+09,1.66E+08,1.99E+11,200,4,0:03:54
5/22/2018,18:52:08,18:56:02,8.75E+09,1.51E+08,1.58E+11,200,4,0:03:54
5/22/2018,18:56:11,18:59:02,5.80E+09,1.78E+08,2.00E+11,360,3,0:02:51
5/22/2018,18:59:11,19:02:02,6.80E+09,1.78E+08,2.14E+11,360,3,0:02:51
5/22/2018,19:02:11,19:05:02,5.90E+09,1.73E+08,1.92E+11,360,3,0:02:51
5/22/2018,19:05:13,19:08:02,1.06E+10,1.81E+08,2.37E+11,450,3,0:02:49
5/22/2018,19:08:13,19:11:02,5.29E+09,1.91E+08,1.92E+11,450,3,0:02:49
5/22/2018,19:11:13,19:14:02,6.45E+09,1.75E+08,2.16E+11,450,3,0:02:49
5/22/2018,19:14:11,19:17:02,6.06E+09,1.75E+08,1.97E+11,360,3,0:02:51
5/22/2018,19:17:11,19:20:02,5.59E+09,1.68E+08,2.06E+11,360,3,0:02:51
5/22/2018,19:20:11,19:23:02,6.80E+09,1.75E+08,1.88E+11,360,3,0:02:51
5/22/2018,19:23:11,19:26:02,4.99E+09,1.76E+08,1.73E+11,360,3,0:02:51
5/22/2018,19:26:11,19:29:02,5.08E+09,1.84E+08,1.86E+11,360,3,0:02:51
5/22/2018,19:29:13,19:32:02,5.21E+09,1.79E+08,2.13E+11,450,3,0:02:49
5/22/2018,19:32:13,19:35:02,5.37E+09,1.89E+08,2.00E+11,450,3,0:02:49
5/22/2018,19:35:13,19:38:02,4.73E+09,1.80E+08,1.99E+11,450,3,0:02:49
5/22/2018,19:38:09,19:42:02,4.70E+09,1.66E+08,1.70E+11,280,4,0:03:53
5/22/2018,19:42:09,19:46:02,6.80E+09,1.74E+08,1.71E+11,280,4,0:03:53
5/22/2018,19:46:09,19:50:02,7.29E+09,1.81E+08,1.77E+11,280,4,0:03:53
5/22/2018,19:50:11,19:53:02,6.34E+09,1.95E+08,1.90E+11,360,3,0:02:51
5/22/2018,19:53:11,19:56:02,6.70E+09,1.93E+08,1.90E+11,360,3,0:02:51
5/22/2018,19:56:11,19:59:02,1.27E+10,1.92E+08,1.93E+11,360,3,0:02:51
5/22/2018,19:59:11,20:02:02,5.55E+09,1.87E+08,1.96E+11,360,3,0:02:51
5/22/2018,20:02:11,20:05:02,5.96E+09,1.88E+08,2.01E+11,360,3,0:02:51
5/22/2018,20:05:15,20:08:04,1.69E+10,2.22E+08,3.79E+11,450,3,0:02:49
5/22/2018,20:08:15,20:11:04,3.66E+09,2.65E+08,1.11E+11,450,3,0:02:49
5/22/2018,20:11:15,20:14:04,3.02E+09,1.94E+08,4.37E+10,450,3,0:02:49
5/22/2018,20:14:15,20:17:04,6.75E+09,1.64E+08,3.46E+10,450,3,0:02:49
5/22/2018,20:17:10,20:25:04,6.60E+09,1.27E+08,4.73E+10,200,15,0:07:54
5/22/2018,20:32:10,20:36:04,3.26E+09,1.61E+08,9.58E+10,200,4,0:03:54
5/22/2018,20:36:10,20:40:04,2.96E+09,1.60E+08,1.02E+11,200,4,0:03:54
5/22/2018,20:40:10,20:44:04,4.29E+09,1.18E+08,1.22E+11,200,4,0:03:54
5/22/2018,20:44:10,20:48:04,1.78E+10,1.41E+08,1.16E+11,200,4,0:03:54
5/22/2018,20:48:10,20:52:04,3.48E+09,1.27E+08,1.30E+11,200,4,0:03:54
5/22/2018,20:52:12,20:55:04,3.88E+09,1.77E+08,1.13E+11,300,3,0:02:52
5/22/2018,20:55:12,20:58:04,2.93E+09,1.80E+08,8.12E+10,300,3,0:02:52
5/23/2018,6:00:24,6:03:16,1.71E+09,6.62E+07,7.03E+10,300,3,0:02:52
5/23/2018,6:03:24,6:06:16,3.08E+09,7.98E+07,9.85E+10,300,3,0:02:52
5/23/2018,6:06:24,6:09:16,4.69E+09,8.14E+07,1.17E+11,300,3,0:02:52
5/23/2018,6:09:23,6:13:16,4.18E+09,6.98E+07,1.24E+11,280,4,0:03:53
5/23/2018,6:13:23,6:17:16,4.27E+09,6.30E+07,1.47E+11,280,4,0:03:53
5/23/2018,6:17:23,6:21:16,4.21E+09,1.28E+08,1.39E+11,280,4,0:03:53
5/23/2018,6:21:23,6:25:16,4.55E+09,1.25E+08,1.00E+11,280,4,0:03:53
5/23/2018,6:25:23,6:29:16,4.76E+09,1.26E+08,1.27E+11,280,4,0:03:53
5/23/2018,6:29:22,6:37:16,4.86E+09,9.46E+07,1.40E+11,200,15,0:07:54
5/23/2018,6:44:22,6:48:16,4.06E+09,1.25E+08,1.07E+11,200,4,0:03:54
5/23/2018,6:48:22,6:52:16,3.86E+09,1.02E+08,1.20E+11,200,4,0:03:54
5/23/2018,6:52:24,6:55:16,6.12E+09,1.15E+08,1.40E+11,300,3,0:02:52
5/23/2018,6:55:24,6:58:16,4.26E+09,1.42E+08,1.11E+11,300,3,0:02:52
5/23/2018,6:58:24,7:01:16,5.13E+09,1.18E+08,1.27E+11,300,3,0:02:52
5/23/2018,7:01:25,7:05:18,4.52E+09,1.00E+08,1.08E+11,280,4,0:03:53
5/23/2018,7:05:25,7:09:18,4.94E+09,9.12E+07,1.39E+11,280,4,0:03:53
5/23/2018,7:09:25,7:13:18,4.60E+09,9.47E+07,1.11E+11,280,4,0:03:53
5/23/2018,7:13:25,7:17:18,5.55E+09,9.68E+07,1.27E+11,280,4,0:03:53
5/23/2018,7:17:24,7:21:18,3.95E+09,9.54E+07,9.22E+10,200,4,0:03:54
5/23/2018,7:21:24,7:25:18,4.54E+09,9.77E+07,1.02E+11,200,4,0:03:54
5/23/2018,7:25:24,7:29:18,4.70E+09,1.02E+08,1.03E+11,200,4,0:03:54
5/23/2018,7:29:24,7:33:18,3.31E+09,1.01E+08,9.51E+10,200,4,0:03:54
5/23/2018,7:33:24,7:37:18,3.92E+09,1.01E+08,9.59E+10,200,4,0:03:54
5/23/2018,7:37:25,7:41:18,7.32E+09,1.09E+08,1.31E+11,280,4,0:03:53
5/23/2018,7:41:25,7:45:18,4.76E+09,1.10E+08,1.12E+11,280,4,0:03:53
5/23/2018,7:45:25,7:49:18,4.47E+09,9.26E+07,1.10E+11,280,4,0:03:53
5/23/2018,7:49:24,7:57:18,3.97E+09,1.14E+08,1.06E+11,200,15,0:07:54
5/23/2018,8:04:24,8:08:18,3.07E+09,1.03E+08,8.78E+10,200,4,0:03:54
5/23/2018,8:08:24,8:12:18,3.26E+09,9.80E+07,8.99E+10,200,4,0:03:54
5/23/2018,8:12:24,8:16:18,3.69E+09,8.62E+07,8.89E+10,200,4,0:03:54
5/23/2018,8:16:24,8:20:18,7.17E+09,7.44E+07,9.56E+10,200,4,0:03:54
5/23/2018,8:20:24,8:24:18,4.10E+09,8.18E+07,8.65E+10,200,4,0:03:54
5/23/2018,8:24:24,8:32:18,4.31E+09,6.16E+07,1.01E+11,200,15,0:07:54
5/23/2018,8:39:24,8:43:18,1.15E+10,7.02E+07,9.71E+10,200,4,0:03:54
5/23/2018,8:43:24,8:47:18,3.11E+09,5.95E+07,7.78E+10,200,4,0:03:54
5/23/2018,8:47:24,8:51:18,3.65E+09,7.06E+07,8.54E+10,200,4,0:03:54
5/23/2018,8:51:24,8:55:18,3.94E+09,7.41E+07,8.95E+10,200,4,0:03:54
5/23/2018,8:55:24,8:59:18,2.58E+09,6.36E+07,7.96E+10,200,4,0:03:54
5/23/2018,8:59:24,9:07:18,3.59E+09,5.19E+07,8.03E+10,200,15,0:07:54
5/23/2018,9:14:24,9:18:18,4.35E+09,6.26E+07,7.60E+10,200,4,0:03:54
5/23/2018,9:18:24,9:22:18,3.93E+09,6.46E+07,9.79E+10,200,4,0:03:54
5/23/2018,9:22:24,9:26:18,3.36E+09,5.52E+07,6.91E+10,200,4,0:03:54
5/23/2018,9:26:24,9:30:18,3.74E+09,6.08E+07,6.01E+10,200,4,0:03:54
5/23/2018,9:30:24,9:34:18,3.45E+09,5.71E+07,5.76E+10,200,4,0:03:54
5/23/2018,9:34:24,9:42:18,4.63E+09,4.56E+07,5.53E+10,200,15,0:07:54
